FamilyName1,FamilyName2,CommonName,AlsoKnownAs,ScientificName,MinSize,MaxSize,AdditionalSizeInfo,PossessionLimit,AdditionalPossessionInfo,SpeciesLimit,SpeciesName,GroupLimit,GroupName,ClosedSeasonDate,AdditionalClosedSeasonInfo,MisIdentified,,Description,AverageGrowth,MaximumGrowth,Distribution,AdditionalInformation,Image1,Caption1,Image2,Caption2,Image3,Caption3
Gudgeons,N/A,Midgley's carp gudgeon,N/A,"Eleotrididae, xenisthmidae hypseleotris  ",N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gudgeons,N/A,Northern purplespotted gudgeon,Trout gudgeon,"Eleotrididae, xenisthmidae mogurnda ",N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gudgeons,N/A,Poreless gudgeon,N/A,"Eleotrididae, xenisthmidae oxyeleotris  ",N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gudgeons,N/A,Snakehead gudgeon,N/A,"Eleotrididae, xenisthmidae giuris ",N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gudgeons,N/A,Southern purplespotted gudgeon,N/A,"Eleotrididae, xenisthmidae mogurnda",N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gudgeons,N/A,Striped gudgeon,N/A,"Eleotrididae, xenisthmidae gobiomorphus ",N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"small to moderate gobioid fish
body typically stout
head short and broad
body usually has 1 or more dark 
brown lateral stripes, but without orange, blue, and yellow spots and other markings (fresh water).
",N/A,N/A,brackish to freshwater dwelling,N/A,http://app.fisheries.qld.gov.au/images/striped-gudgeon.jpg,N/A,N/A,N/A,N/A,N/A
Gudgeons,N/A,Western carp gudgeon,N/A,"Eleotrididae, xenisthmidae hypseleotris",N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/western-carp-gudgeon.jpg,N/A,N/A,N/A,N/A,N/A
Hardyhead (freshwater),N/A,Flyspecked hardyhead,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/flyspecked-hardyhead.jpg,N/A,N/A,N/A,N/A,N/A
Hardyhead (freshwater),N/A,Marjorie's hardyhead,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lungfish,N/A,Lungfish,Burnett River salmon,"Neoceratodus forsteri
",N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"stout, elongate body with an eel like tail
brown to olive overall colouration with a whitish belly, covered in very large scales
flattened head with small eyes and under slung mouth
",100,150,"native to Mary and Burnett River system
introduced into Brisbane, Albert, Coomera and Stanley river catchments
also found in many stocked in many impoundments in south east Queensland",N/A,http://app.fisheries.qld.gov.au/images/lungfish.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Australian bonito,Striped bonito,"Sarda australis
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"other bonito
mackerel tuna",,"bright blue green back
silvery belly
10 or 11 narrow greyish stripes on sides
dull greyish fins",45,180,"along the Queensland coast
bays and estuaries
",N/A,http://app.fisheries.qld.gov.au/images/australian-bonito.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Grey mackerel,"Broad-barred king mackerel
Broad-barred mackerel
Tiger mackerel","Scomberomorus semifasciatus
",60,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spanish mackerel,,"juveniles have 12 to 20 (number increases with age) broad vertical dark grey bands (also on specimens less than 50 cm long)
on larger fish markings become less distinct, break into spots, or fade out more or less completely
dead fish over 70 cm long have drab greyish yellow blotchy appearance with little or no evidence of markings
bronze green back, which turns greenish blue as size increases
cheeks and belly are silver white
snout is dark slate grey with a patch of green above the eye
first dorsal fin is jet black with contrasting areas of white in central region
second dorsal fin is cream with yellow towards the front
anal fin and finlets are transparent white
caudal fin is dusky or blackish, and is creamy white at margins
pectoral fins are dusky",50,120,"along the Queensland coast
in major bays
",N/A,http://app.fisheries.qld.gov.au/images/grey-mackerel.jpg ,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Leaping bonito,Watson's leaping bonito,"Cybiosarda elegans
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"other bonito
mackerel tuna",,"light blue silver belly with several greyish stripes
deep blue back covered with elongated spots
first dorsal fin is jet black towards the front, white in the last few posterior membranes
anal fin and second dorsal fin are yellow",35-45,70,"along the Queensland coast
coastal bays, inlets and estuaries
",N/A,http://app.fisheries.qld.gov.au/images/leaping-bonito.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Longtail tuna,Northern bluefin tuna,"Thunnus tonggol
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,other tuna species,,"dark blue or black back
lower sides of belly silvery white, colourless elongated oval spots arranged in horizontally oriented rows
dorsal fins are blackish
second dorsal fin has tip washed with yellow
pectoral and pelvic fins are blackish
anal fin is silvery, with tip washed with yellow
anal finlets are yellow with greyish margins
caudal fin is blackish, with streaks of yellowish green",70,130,"Moreton Bay and further north
largely coastal but avoids low-salinity areas near mouths of large rivers",N/A,http://app.fisheries.qld.gov.au/images/longtail-tuna.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Mackerel tuna,"Mac tuna
Kawakawa
Bonito
Little tuna
Little tunny","Euthynnus affinis
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bonito,,"dark blue on back with a complicated striped pattern that does not extend forward beyond middle of first dorsal fin
lower sides and belly silvery white
several characteristic dark spots may be present between pelvic and pectoral fins",60,100,"along the Queensland coast
coastal waters and around offshore islands
",N/A,http://app.fisheries.qld.gov.au/images/mackerel-tuna.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,School mackerel,Doggy mackerel,"Scomberomorus queenslandicus
",50,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spotted mackerel,,"silver grey body
sides of adult have about three indefinite rows of indistinct bronze grey blotches (each a little larger than the eye)
the sides of juveniles do not have blotches (until over 9.5 cm in length)
first dorsal fin has a black membrane and large contrasting areas of intense white between sixth and last spine
second dorsal fin and finlets are pearly grey with darker margins
caudal fins are pearly grey with darker margins
pelvic fins are white
anal fin and finlets are white
pectoral fins are grey, darker on inner",50-80,100,"along the Queensland coast
inshore waters, bays and estuaries
",N/A,http://app.fisheries.qld.gov.au/images/school-mackerel.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Shark mackerel,Scaly mackerel,"Grammatorcynus bicarinatus
",50,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,other mackerel species,,"yellowish green back and brassy silver belly
frequently small dark spots along the ventral surface of the body
two distinct lateral lines on sides",50,110,"Barrier Reef waters along the Queensland coast
individual bays and reefs
",N/A,http://app.fisheries.qld.gov.au/images/shark-mackerel.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Spanish mackerel,Narrow-barred mackerel,"Scomberomorus commerson
",75,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Broad-barred mackerel,,"numerous thin, wavy vertical bands on body (number of bars increases from as few as 20 in a 40 cm specimen, to as many as 65 in a 150 cm specimen)
iridescent blue grey back
silver sides with bluish reflections; juveniles frequently spotted",50-80,120,"along the length of the Queensland coast
coastal waters to depths of 15 m to 200 m (a pelagic species)
",N/A,http://app.fisheries.qld.gov.au/images/spanish-mackerel.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Spotted mackerel,N/A,"Scomberomorus munroi
",60,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,School mackerel,,"light silver grey body
several poorly defined rows of spots on sides (larger than the pupil but smaller than the eye)
cheeks and belly are silvery white
pectoral fins have dark blue inner surface
anal fins are light silvery grey
anal finlets are silvery grey
first dorsal fin is entirely black in some specimens (bright steely blue in fresh specimens); blotches of white toward bases of more posterior membranes in some specimens",50-80,100,"inshore waters, bays and estuaries along the length of the Queensland coast",N/A,http://app.fisheries.qld.gov.au/images/spotted-mackerel.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Wahoo,Jack mackerel,"Acanthocybium solandri
",75,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spanish mackerel,,"iridescent bluish green back
numerous dark vertical bars on sides which extend to below lateral line
large mouth (fold of skin covers mandible when closed)",80,210,"along the Queensland coast
frequently taken well offshore (a pelagic species)
",N/A,http://app.fisheries.qld.gov.au/images/wahoo.jpg,N/A,N/A,N/A,N/A,N/A
Mackerel and tuna,N/A,Yellowfin tuna,"Allison tuna
Longfin yellowfin tuna","Thunnus albacares
",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,other tuna species,,"dark metallic blue back
yellow to silver belly, frequently crossed by about 20 broken, nearly vertical lines
second dorsal fin, anal fin, dorsal finlets and anal finlets are bright yellow; the finlets have a narrow black border",N/A,150,"all Queensland oceanic waters
oceanic at depths above and below the thermocline
",N/A,http://app.fisheries.qld.gov.au/images/yellowfin-tuna.jpg,N/A,N/A,N/A,N/A,N/A
Mullet,N/A,Sea mullet (freshwater and tidal),"Bully mullet
Poddy mullet
Flathead mullet","Mugil cephalus
",30,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,other mullet species,,"Marine fish
olive green back, silvery sides and the belly is off white
about seven longitudinal dark stripes along the flanks, following rows of scales (less conspicuous ventrally)
fins are dark grey to blue

Estuarine fish
deep blue or dirty brown back with duller flanks
fins are generally dusky
dorsal fins may be greyish blue
anal and caudal fins may be yellowish green
pectoral fins have a whitish margin with a distinct dark purple spot at origin
pelvic fins are pale yellow",35,91,"all Queensland coastal waters
marine waters, estuaries, lagoons and rivers
tolerates water temperatures from 12øC to 25øC
tolerates salinities from hyper-saline to freshwater
",N/A,http://app.fisheries.qld.gov.au/images/sea-mullet.jpg,N/A,N/A,N/A,N/A,N/A
Mullet,N/A,Diamondscale mullet,Large-scaled mullet,"Liza vaigiensis
",30,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,other mullet species,,"olive brown back, silvery flanks and the belly is white or suffused with pale yellow
about six longitudinal stripes on flanks formed by longitudinal marks on scales
scales have darkened margins giving chequered appearance to flanks
iris has yellow patches
pelvic fins are pale except for darker margins
caudal fin is distinctly yellow
pectoral fins are completely black in small fish; lower section yellowish in adults
other fins are yellowish white with dusky margins",35,60,"all Queensland waters south to southern Great Barrier Reef
shallow coastal areas
protected sandy shores in lagoons, reef flats, estuaries and coastal creeks
usually under tidal influence (but may enter freshwater)
juveniles may be found in mangroves
",N/A,http://app.fisheries.qld.gov.au/images/diamondscale-mullet.jpg,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Blacklip pearl oyster,N/A,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/blacklip-oyster.jpg,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Blueclaw crayfish (freshwater),"Yabby
Lobby","Cherax destructor
",N/A,N/A,N/A,100,within their natural distribution (females carrying eggs or young must be returned to the water),N/A,N/A,N/A,N/A,N/A,N/A,Redclaw,,"electric blue to almost black in colour
small smooth edged rostrum (spike between the eyes)
blue claws",10,20,"Natural distribution:  Murray-Darling basin, Lake Eyre and Bulloo-Bancannia divisions and the Dawson River catchment on the east coast drainage
","Outside the natural distribution, this species is considered non-indigenous so must not be returned to the water. This includes berried females.",http://app.fisheries.qld.gov.au/images/blueclaw.jpg,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Blue swimmer crab,Sand crab,"Portunis armatus (pelagicus)
",11.5,N/A,N/A,N/A,(females are protected and must be immediately returned unharmed to the water),N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"males are blue or purple with pearly white mottling
female crabs are much less colourful, being drab brown with pale mottling
females are much smaller than males
there are nine sharp spines on the carapace and the tips of the last pair of legs are disc shaped for swimming
the carapace has a prominent projection on each side and claws are long and slender
",N/A,22,"inhabit coastal waters from Cape Naturaliste in Western Australia, around the north of Australia to the south coast of New South Wales
bays, estuaries and intertidal areas to depths of 60 m
prefer muddy or sandy bottoms but can also be found on rubble, seagrass and seaweed",N/A,http://app.fisheries.qld.gov.au/images/blue-swimmer-crab.jpg,N/A,http://app.fisheries.qld.gov.au/images/male-crab.jpg,Male crab,http://app.fisheries.qld.gov.au/images/female-crab.jpg,Female crab
Molluscs and shellfish,N/A,Cherabins (freshwater),N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,combined limit for Macrobrachium lar and M. rosenbergii species,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,"Clams (family Tridacnidae), helmet shells and trumpet shells",N/A,N/A,N/A,N/A,No take,N/A,No take,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/giant-clam.jpg,N/A,http://app.fisheries.qld.gov.au/images/helmet-shell.jpg,N/A,N/A,N/A
Molluscs and shellfish,N/A,Goldlip pearl oyster,N/A,N/A,13,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/goldlip-pearl-oyster.jpg,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,"Molluscs ( including pipis, mud whelks and cockles - excluding oysters)",N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/molluscs.jpg,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Moreton Bay bug,N/A,"Thenus orientalis
",7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"reddish brown with speckling and dull yellowish tails
can be distinguished from the Balmain bug by the position of its eyes, which are at the outer edge of the carapace",N/A,28,"can be found throughout Queensland coastal waters, as well as in northern New South Wales and off the northern coast of Australia
lives on muddy or sandy bottoms in oceanic waters to depths of up to 60 m
buries itself during the day and is active at night",N/A,http://app.fisheries.qld.gov.au/images/moreton-bay-bug.jpg,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Mud crab,Mangrove crab,"Scylla serrata
",15,N/A,N/A,10,(females are protected and must be immediately returned unharmed to the water),N/A,N/A,N/A,N/A,N/A,N/A,N/A,,"vary from dark olive brown to greenish blue and blue black
patterns of lighter coloured dots cover the walking legs
nine similar sized spines each side of their eyes
hind legs are flattened for swimming
very robust claws
large crabs with a smooth, broad carapace",N/A,N/A,"can be found along the entire Queensland coast in sheltered estuaries, tidal flats and rivers lined with mangroves
inhabit tropical to warm temperate waters from Exmouth Gulf in Western Australia to the Bega River in New South Wales
usually found in shallow water but berried females occur well offshore
favour a soft muddy bottom, often below tide level",N/A,http://app.fisheries.qld.gov.au/images/mud-crab.jpg,N/A,http://app.fisheries.qld.gov.au/images/male-crab.jpg,N/A,http://app.fisheries.qld.gov.au/images/female-crab.jpg,N/A
Molluscs and shellfish,N/A,Painted crayfish,N/A,"Panulirus ornatus
",N/A,N/A,"115 cm tail minimum, 9cm carapace minimum",N/A,North of latitude 14?S and in Gulf Waters - combined limit of 3 per person/6 per boat in total of all tropical rocklobster species. South of latitude 14?S - combined limit of 5 per person/10 per boat in total of all tropical rocklobster species. (Fishers must not possess live tropical rocklobsters and are required to remove the central flap of the tail or puncture the flap with a hole at least 10 mm in diameter. Egg-bearing tropical rocklobsters are no-take.),N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,"found along the Queensland coastline and out to the Great Barrier Reef, usually in shallow water (less than 20 m) on rock and coral reefs, although they can be found in over 100m",N/A,http://app.fisheries.qld.gov.au/images/painted-crayfish.jpg,N/A,http://app.fisheries.qld.gov.au/images/painted-crayfish-2.jpg,N/A,http://app.fisheries.qld.gov.au/images/painted-crayfish-berried.jpg,N/A
Molluscs and shellfish,N/A,Prawns,N/A,N/A,N/A,N/A,N/A,N/A,"10 litres

(you must not possess prawns with the heads or any other part removed, unless the removal is for immediate consumption)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,http://app.fisheries.qld.gov.au/images/prawns.jpg,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Other oysters,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Redclaw crayfish (freshwater),Yabby,"Cherax quadricarinatus
",N/A,N/A,N/A,40,within their natural distribution (females carrying eggs or young must be returned to the water),N/A,N/A,N/A,N/A,N/A,N/A,Blueclaw,,"species of freshwater crayfish growing to about 600g
body is usually blue green, however there is considerable colour variability due to geographic location
adult male has a distinct soft red patch on the outer margin of the claws, hence the name 'redclaw'",N/A,N/A,"Natural distribution:  Gulf of Carpentaria drainage and from Jacky Jacky river basin south to the Normanby River basin on the north east coast of Queensland
","Outside the natural distribution, this species is considered non-indigenous so must not be returned to the water. This includes berried females.",http://app.fisheries.qld.gov.au/images/redclaw.jpg,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Sea snails (family Trochus),N/A,N/A,8,12.5,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Molluscs and shellfish,N/A,Spanner crab,Frog crab,"Ranina ranina
",10,N/A,(measurement taken from the centre spine to mid carapace base),20,N/A,N/A,N/A,N/A,N/A,20 November to 20 December,N/A,N/A,,"easily recognisable by their frog like appearance and bright red colour
usually have a pattern of white dots across the middle of their carapace
unlike other crabs their movement is forwards and backwards
derive their name from the spanner shaped claws
males grow to about 15 cm shell breadth, while females only grow to about 11.5 cm shell breadth",N/A,N/A,"east and west coasts, from Yeppoon in Queensland to Nowra in New South Wales and from Quinn Rocks north of Perth to the Houtman Abrolhos and Geraldton in Western Australia",N/A,http://app.fisheries.qld.gov.au/images/spanner-crab.jpg,N/A,http://app.fisheries.qld.gov.au/images/spanner-crab-2.jpg,N/A,http://app.fisheries.qld.gov.au/images/spanner-crab-3.jpg,N/A
